9.1305 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1680, 1050]. Using actual size
31.9292 	EXP 	Set playback paused
31.9292 	EXP 	recall_inst: autoDraw = True
31.9292 	EXP 	recall_text: autoDraw = True
32.4489 	DATA 	Keypress: r
32.4802 	EXP 	recall_text: text = 'r'
32.5831 	DATA 	Keypress: u
32.6136 	EXP 	recall_text: text = 'ru'
32.7068 	DATA 	Keypress: n
32.7632 	EXP 	recall_text: text = 'run'
33.7140 	DATA 	Keypress: return
33.9413 	EXP 	recall_text: text = ''
33.9413 	EXP 	recall_inst: autoDraw = False
33.9413 	EXP 	recall_text: autoDraw = False
33.9413 	EXP 	Set playback playing
35.7633 	EXP 	Set playback paused
35.7633 	EXP 	recall_inst: autoDraw = True
35.7633 	EXP 	recall_text: autoDraw = True
36.4142 	DATA 	Keypress: s
36.4468 	EXP 	recall_text: text = 's'
36.5490 	DATA 	Keypress: t
36.5801 	EXP 	recall_text: text = 'st'
36.6842 	DATA 	Keypress: a
36.7132 	EXP 	recall_text: text = 'sta'
36.8165 	DATA 	Keypress: n
36.8472 	EXP 	recall_text: text = 'stan'
36.9839 	DATA 	Keypress: d
37.0123 	EXP 	recall_text: text = 'stand'
38.1496 	DATA 	Keypress: return
38.3799 	EXP 	recall_text: text = ''
38.3799 	EXP 	recall_inst: autoDraw = False
38.3799 	EXP 	recall_text: autoDraw = False
38.3799 	EXP 	Set playback playing
48.8309 	EXP 	Set playback paused
48.8309 	EXP 	recall_inst: autoDraw = True
48.8309 	EXP 	recall_text: autoDraw = True
49.9730 	DATA 	Keypress: r
50.0300 	EXP 	recall_text: text = 'r'
50.1150 	DATA 	Keypress: u
50.1461 	EXP 	recall_text: text = 'ru'
50.1977 	DATA 	Keypress: n
50.2471 	EXP 	recall_text: text = 'run'
51.5162 	DATA 	Keypress: return
51.7389 	EXP 	recall_text: text = ''
51.7389 	EXP 	recall_inst: autoDraw = False
51.7389 	EXP 	recall_text: autoDraw = False
51.7389 	EXP 	Set playback playing
60.3470 	EXP 	Set playback paused
60.3470 	EXP 	recall_inst: autoDraw = True
60.3470 	EXP 	recall_text: autoDraw = True
60.9975 	DATA 	Keypress: l
61.0296 	EXP 	recall_text: text = 'l'
61.2313 	DATA 	Keypress: o
61.2616 	EXP 	recall_text: text = 'lo'
61.3701 	DATA 	Keypress: o
61.4303 	EXP 	recall_text: text = 'loo'
61.5316 	DATA 	Keypress: k
61.5618 	EXP 	recall_text: text = 'look'
64.3642 	DATA 	Keypress: return
64.5797 	EXP 	recall_text: text = ''
64.5797 	EXP 	recall_inst: autoDraw = False
64.5797 	EXP 	recall_text: autoDraw = False
64.5797 	EXP 	Set playback playing
65.7953 	EXP 	Set playback paused
65.7953 	EXP 	recall_inst: autoDraw = True
65.7953 	EXP 	recall_text: autoDraw = True
66.4338 	DATA 	Keypress: s
66.4610 	EXP 	recall_text: text = 's'
66.6441 	DATA 	Keypress: e
66.6603 	EXP 	recall_text: text = 'se'
66.8483 	DATA 	Keypress: a
66.8766 	EXP 	recall_text: text = 'sea'
66.9796 	DATA 	Keypress: r
67.0124 	EXP 	recall_text: text = 'sear'
67.3197 	DATA 	Keypress: c
67.3786 	EXP 	recall_text: text = 'searc'
67.4999 	DATA 	Keypress: h
67.5295 	EXP 	recall_text: text = 'search'
68.2012 	DATA 	Keypress: return
68.4286 	EXP 	recall_text: text = ''
68.4286 	EXP 	recall_inst: autoDraw = False
68.4286 	EXP 	recall_text: autoDraw = False
68.4286 	EXP 	Set playback playing
71.4297 	EXP 	Set playback paused
71.4297 	EXP 	recall_inst: autoDraw = True
71.4297 	EXP 	recall_text: autoDraw = True
72.2973 	DATA 	Keypress: p
72.3277 	EXP 	recall_text: text = 'p'
72.4817 	DATA 	Keypress: i
72.5114 	EXP 	recall_text: text = 'pi'
72.9848 	DATA 	Keypress: c
73.0281 	EXP 	recall_text: text = 'pic'
73.2164 	DATA 	Keypress: k
73.2469 	EXP 	recall_text: text = 'pick'
73.5792 	DATA 	Keypress: return
73.7986 	EXP 	recall_text: text = ''
73.7986 	EXP 	recall_inst: autoDraw = False
73.7986 	EXP 	recall_text: autoDraw = False
73.7986 	EXP 	Set playback playing
80.1649 	EXP 	Set playback paused
80.1649 	EXP 	recall_inst: autoDraw = True
80.1649 	EXP 	recall_text: autoDraw = True
82.4725 	DATA 	Keypress: r
82.5456 	EXP 	recall_text: text = 'r'
82.5812 	DATA 	Keypress: e
82.6119 	EXP 	recall_text: text = 're'
82.8824 	DATA 	Keypress: a
82.9115 	EXP 	recall_text: text = 'rea'
83.0809 	DATA 	Keypress: c
83.1118 	EXP 	recall_text: text = 'reac'
83.2155 	DATA 	Keypress: h
83.2445 	EXP 	recall_text: text = 'reach'
85.5123 	DATA 	Keypress: return
85.7379 	EXP 	recall_text: text = ''
85.7379 	EXP 	recall_inst: autoDraw = False
85.7379 	EXP 	recall_text: autoDraw = False
85.7379 	EXP 	Set playback playing
88.2131 	EXP 	Set playback paused
88.2131 	EXP 	recall_inst: autoDraw = True
88.2131 	EXP 	recall_text: autoDraw = True
89.1631 	DATA 	Keypress: u
89.1949 	EXP 	recall_text: text = 'u'
89.2958 	DATA 	Keypress: n
89.3284 	EXP 	recall_text: text = 'un'
89.8157 	DATA 	Keypress: l
89.8455 	EXP 	recall_text: text = 'unl'
89.9137 	DATA 	Keypress: e
89.9445 	EXP 	recall_text: text = 'unle'
90.0357 	DATA 	Keypress: a
90.0955 	EXP 	recall_text: text = 'unlea'
90.2051 	DATA 	Keypress: s
90.2607 	EXP 	recall_text: text = 'unleas'
90.3200 	DATA 	Keypress: h
90.3793 	EXP 	recall_text: text = 'unleash'
90.7794 	DATA 	Keypress: return
91.0035 	EXP 	recall_text: text = ''
91.0035 	EXP 	recall_inst: autoDraw = False
91.0035 	EXP 	recall_text: autoDraw = False
91.0035 	EXP 	Set playback playing
95.9465 	EXP 	Set playback paused
95.9465 	EXP 	recall_inst: autoDraw = True
95.9465 	EXP 	recall_text: autoDraw = True
97.0529 	DATA 	Keypress: l
97.1114 	EXP 	recall_text: text = 'l'
97.2469 	DATA 	Keypress: o
97.2783 	EXP 	recall_text: text = 'lo'
97.4187 	DATA 	Keypress: o
97.4798 	EXP 	recall_text: text = 'loo'
97.5475 	DATA 	Keypress: k
97.5956 	EXP 	recall_text: text = 'look'
97.9469 	DATA 	Keypress: return
98.1635 	EXP 	recall_text: text = ''
98.1635 	EXP 	recall_inst: autoDraw = False
98.1635 	EXP 	recall_text: autoDraw = False
98.1635 	EXP 	Set playback playing
101.1459 	EXP 	Set playback paused
101.1459 	EXP 	recall_inst: autoDraw = True
101.1459 	EXP 	recall_text: autoDraw = True
101.7292 	DATA 	Keypress: r
101.7604 	EXP 	recall_text: text = 'r'
102.2706 	DATA 	Keypress: u
102.3435 	EXP 	recall_text: text = 'ru'
102.3983 	DATA 	Keypress: n
102.4277 	EXP 	recall_text: text = 'run'
102.9811 	DATA 	Keypress: return
103.0295 	EXP 	recall_text: text = ''
103.0295 	EXP 	recall_inst: autoDraw = False
103.0295 	EXP 	recall_text: autoDraw = False
103.0295 	EXP 	recall_inst: autoDraw = False
103.0295 	EXP 	recall_text: autoDraw = False
103.0295 	EXP 	playback: autoDraw = False
103.0778 	EXP 	endScreen: autoDraw = True
104.4775 	EXP 	endScreen: autoDraw = False
104.4806 	EXP 	window1: mouseVisible = True
104.7456 	EXP 	window1: mouseVisible = True
